Page ID,Page name,Disclaimer,Amount spent (CHF),Number of ads in Library
110533229026103,EVP / PEV,EVP Schweiz,7052,41
194790813901953,Grüne Schweiz,Grüne Schweiz,2379,16
15733998334,FDP,FDP,2024,19
109554945523780,Initiative biodiversité,Initiative biodiversité,1719,30
337055499789559,Michael Kellner,These ads ran without a disclaimer,1425,4
18087904183,PLR,PLR,1364,21
255506388731408,Biodiversitätsinitiative,Biodiversitätsinitiative,1326,21
175478195846132,Les Vert·e·s suisses,Grüne Schweiz,1317,7
113292715120155,Matthias Müller,Matthias Müller,1145,41
110981058712788,Iniziativa biodiversità,Iniziativa biodiversità,728,29
105527252338650,perspektiveschweiz.ch,IG Wirtschaftsverbände,624,10
921336971288655,Nagra,Nagra,532,5
162931923790797,PLR Canton de Fribourg,PLR.Les Libéraux-Radicaux Fribourg,517,7
51415837765,Greenpeace Switzerland,Greenpeace Switzerland,451,9
111081131629685,Blackout stoppen,Volksinitiative «Jederzeit Strom für alle (Blackout stoppen)»,436,34
1027844850652657,Boomerang Ideas,Boomerang Ideas AG,434,66
106141989249225,Informacje ze Szwajcarii,These ads ran without a disclaimer,405,3
180501591989950,Jungfreisinnige Kanton Zürich,Jungfreisinnige Kanton Zürich,401,7
144907625542050,Die Mitte Schwyz,Die Mitte Schwyz,400,2
154976914534194,Save the Children Schweiz/Suisse,Save the Children Schweiz,369,35
169510248558,Die Mitte - Le Centre,Die Mitte,342,6
103550668590403,Mieux vivre sa vie,Mieux Vivre Sa Vie,323,32
147717218614170,PLR Genève,PLR.Les Libéraux-Radicaux Genève,320,1
145845125487053,"Jürg Grossen, Präsident Grünliberale","Jürg Grossen, Präsident Grünliberale",311,25
115134174862244,perspectivesuisse.ch,IG Wirtschaftsverbände,298,10
1483343695307824,Campax,Campax,296,2
478040605021,Junge Grüne Schweiz,Junge Grüne Schweiz,289,1
102014399307738,Direkt,direkt,280,10
105438125986055,Die Schweizer Initiative,These ads ran without a disclaimer,274,2
101253266185327,Krisnachbern,Kris Vietze,263,20
105302842574771,FDP.Die Liberalen Kanton Zug,FDP.Die Liberalen Zug,263,10
451151132108215,Tiana Moser,Grünliberale Kanton Zürich,260,9
145577158797944,PLR.Les Libéraux-Radicaux Vaud,PLR. Les Libéraux-Radicaux Vaud,254,11
103074632758864,Natacha Albrecht au Conseil National,Natacha Albrecht au Conseil National,221,4
106758017401357,Gerber Markus,Markus Gerber,220,24
115802011600133,Informacje ze Szwajcarii,These ads ran without a disclaimer,209,1
824045367664868,Laurent Wehrli,Laurent Wehrli,198,9
100649012962611,Direct,Direct,197,8
169752569742293,Schweizerischer Gewerbeverband sgv,Schweizerischer Gewerbeverband sgv,194,6
566117786851570,Përparim Avdili,Përparim Avdili,131,2
126955504056188,Gregor Bruhin in den Nationalrat,Gregor Bruhin,123,4
607076092768471,Bastien Girod,Bastien Girod,120,2
115010674866173,prospettivasvizzera.ch,IG Wirtschaftsverbände,117,10
191859734164694,Pro Infirmis,Pro Infirmis,113,1
238982909481105,Les Vert·e·s Genevois·es,Les Vert-e-s genevois-es,104,3
111572431777901,Simon Michel in den Nationalrat,Simon Michel in den Nationalrat,≤100,1
117741198303856,FDP Kanton Zürich,FDP Kanton Zürich,≤100,1
377292365618914,SVP Stadt Winterthur,SVP Winterthur,≤100,2
198503926874552,Marionna Schlatter-Schmid,Marionna Schlatter-Schmid,≤100,1
107346002418664,Nina Schärrer,"Komitee ""Nina Schärrer in den Ständerat""",≤100,2
1091412070891154,Florian Kobler in den Stadtrat,Florian Kobler in den Stadtrat,≤100,1
389917717803867,SVP Graubünden,SVP Graubünden,≤100,1
124266620968132,FDP.Die Liberalen Kanton Thurgau,FDP Thurgau,≤100,4
820391221400929,Unser Stadtrat Florin Scherrer,Unser Stadtrat Florin Scherrer,≤100,14
289772074451810,FDP.Die Liberalen Aargau,FDP.Die Liberalen Aargau,≤100,6
100122342080658,SVP Oberwallis,SVP Oberwallis,≤100,8
330071323785229,FDP. Die Liberalen Frauen Basel-Stadt,FDP. Die Liberalen Frauen Basel-Stadt,≤100,1
97721121385,Public Eye,Public Eye,≤100,2
48980326364,Public Eye,Public Eye,≤100,2
251838211585945,SP Basel-Stadt,SP Basel-Stadt,≤100,5
245489546137580,Christoph Riner - bodenständige Politik,Christoph Riner - bodenständige Politik,≤100,6
101432554786737,Verein Stadtgrün,Verein Stadtgrün,≤100,5
170449246402589,Grünliberale Stadt Zürich,Grünliberale Partei Stadt Zürich,≤100,1
154767748463500,Raphael Lanz,Raphael Lanz,≤100,2
119724661100167,Josef Ender i Nationalrat,Josef Ender i Nationalrat,≤100,5
109605484115257,Delphine Klopfenstein Broggini,Delphine Klopfenstein Broggini,≤100,1
1148594755342436,Saskia Schenker - Nationalratskandidatin,FDP Sissach und Umgebung c/o Saskia Schenker,≤100,3
132857293477850,Jungfreisinnige Kanton Solothurn,Jungfreisinnige Kanton Solothurn,≤100,1
1240731822752891,Roger Bachmann,Roger Bachmann,≤100,4
100925746383129,"Jan von Overbeck, candidat au Conseil national","Jan von Overbeck, candidat au Conseil national",≤100,1
2525584750795209,Nina Fehr Düsel,Nina Fehr Düsel,≤100,3
113452001841240,Wandfluh Ernst,Ernst Wandfluh,≤100,1
2151592515105217,Christina Bachmann-Roth,Christina Bachmann-Roth,≤100,3
109177161782403,Animal équité,Association Animal équité,≤100,2
462422884156866,Matthias Betsche,Matthias Betsche,≤100,3
186008238755917,amplify.ooo,amplify.ooo,≤100,2
195057467172295,FDP.Die Liberalen Kanton Solothurn,FDP Kanton Solothurn,≤100,6
618765881570878,EKS,Elektrizitätswerk des Kantons Schaffhausen AG,≤100,2
108103318693563,"Heidi Weiss, Bauma, EVP","Heidi Weiss, Bauma, EVP",≤100,1
1587949341492441,Claudio Zihlmann,Claudio Zihlmann,≤100,9
1612166269046129,Ueli Fisch politisch,Ueli Fisch politisch,≤100,1
238711029872717,Die Mitte Sarganserland - Für ein starkes Sarganserland,Die Mitte Sarganserland - Für ein starkes Sarganserland,≤100,3
120307884715130,Les Vert•e•s Valais - Grüne Wallis,Les Vert•e•s Valais - Grüne Wallis,≤100,2
124881880957569,SP Stadt St.Gallen,SP Stadt St.Gallen,≤100,3
1410462099233550,FDP.Die Liberalen Kriens,FDP Kriens,≤100,2
244529840385,Plan International Schweiz / Suisse,These ads ran without a disclaimer,≤100,1
164442820236221,Jeunes Vert·exs Vaud,Jeunes Vert·exs Vaud,≤100,3
105398739142969,Nina Schläfli,Nina Schläfli,≤100,1
139016370161,PINK CROSS / Swiss Gay Federation,Pink Cross,≤100,1
126256997433456,SP Baselland,SP Baselland,≤100,1
853769651645097,Ständerat Matthias Michel,Ständerat Matthias Michel,≤100,1
176998335660824,PLRT,PLRT,≤100,2
108235130035,SP Thurgau,SP Thurgau,≤100,1
154738781313603,Simone Gianini,Simone Gianini,≤100,1
103865108846573,FDP.Die Liberalen Herzogenbuchsee,FDP Herzogenbuchsee,≤100,1
169653126400996,Jura & Trois-Lacs,These ads ran without a disclaimer,≤100,1
2170702239856130,Philippe Jobin - Candidat au Conseil National,Philippe Jobin - Candidat au Conseil National,≤100,1
346553825821470,Andreas Lustenberger in den Nationalrat,Andreas Lustenberger,≤100,2
101016155153638,Sarah Constantin,Sarah Constantin,≤100,1
102733401616452,Tanja Miljanović in den Nationalrat,Tanja Miljanović in den Nationalrat,≤100,1
102718129475079,Ambil Sandy,Bezirksrichterwahl,≤100,2
100119208056282,Christian Dandrès,Christian Dandrès,≤100,1
291359247729208,PS Suisse,PS Suisse,≤100,1
97220294896,SP Schweiz,SP Schweiz,≤100,1
111124128677070,Nico Fankhauser,Unterstützungskomitee «Nico Fankhauser in den Nationalrat»,≤100,1
606125032803856,alpinavera,These ads ran without a disclaimer,≤100,1
2131937020430093,Marc Rüdisüli,Marc Rüdisüli,≤100,3
463109137176918,Hansjörg Brunner,Hansjörg Brunner in den Nationalrat,≤100,2
