Page ID,Page name,Disclaimer,Amount spent (CHF),Number of ads in Library
103915262545181,KMU geprüft,KMU geprüft,18082,155
599025353636034,B Lab Switzerland,B LAB (SWITZERLAND),2962,17
147717218614170,PLR Genève,PLR.Les Libéraux-Radicaux Genève,2603,6
1054282644596776,GE-démocratie,GE-démocratie,2363,11
97220294896,SP Schweiz,SP Schweiz,2024,8
105982889575233,Le Centre Genève,Le Centre Genève,1885,7
1836872279965837,Fabian Peter,fabianpeter.ch,1851,68
1526697364280066,Partito Socialista Ticino,Partito Socialista Ticino,1814,10
260591187302640,Parti socialiste genevois,Parti socialiste genevois,1811,19
116890591678651,Vert'libéraux - Genève,Parti vert'libéral genevois,1794,16
176998335660824,PLRT,PLRT,1588,73
288659088239530,MCG Officiel,Mouvement Citoyens Genevois,1483,48
100381452863244,Libertés et Justice sociale,Libertés et Justice sociale,1477,69
1524859774444235,Koalition für Konzernverantwortung,Koalition für Konzernverantwortung,1169,2
103361322680851,Armin Hartmann,Hartmann2023,971,32
111081131629685,Blackout stoppen,Volksinitiative «Jederzeit Strom für alle (Blackout stoppen)»,961,61
1429860470617358,Le Centre / Ville de Genève,Le Centre / Ville de Genève,913,20
291359247729208,PS Suisse,PS Suisse,878,8
120371314332042,FDP Wahlkreis Sursee,FDP.Die Liberalen Luzern,841,33
151183321586281,Jeunes Vert·e·x·s Genève,Jeunes Vert·e·x·s Genève,813,33
225005760938801,FDP.Die Liberalen Emmen,FDP.Die Liberalen Emmen,743,27
510352742440847,Coalition pour des multinationales responsables,Coalition pour des multinationales responsables,675,2
111539168454051,Avanti,Avanti,645,15
140334276690,Grüne Luzern,GRÜNE Luzern,594,1
1524954517562834,Prominis,Prominis GmbH,592,9
103550668590403,Mieux vivre sa vie,Mieux Vivre Sa Vie,534,30
676306169090037,Remzi Durmishi,Remzi Durmishi,496,10
54779960819,United Nations,United Nations with Facebook Ad Credits,488,4
463645587339110,Piero Marchesi,Piero Marchesi,470,10
192306360802833,Grünliberale Luzern Land,Grünliberale Luzern Land,463,6
84150672409,SP Stadt Zürich,SP Stadt Zürich,439,7
222196101148136,Grünliberale Partei Kanton Luzern,Grünliberale Partei Kanton Luzern,387,12
1579272705641700,Gabriela Suter,Gabriela Suter,385,9
114275974912005,GE équilibre fiscal,GE équilibre fiscal,373,7
859017794123127,Gioventù Socialista Ticino,Gioventù Socialista Ticino,355,24
101122865395791,Matteo Buzzi,Matteo Buzzi,355,12
1439209716323593,UDC Ticino,UDC Ticino,352,11
169510248558,Die Mitte - Le Centre,Die Mitte,343,11
194790813901953,Grüne Schweiz,Grüne Schweiz,337,3
154976914534194,Save the Children Schweiz/Suisse,Save the Children Schweiz,325,7
190133177759419,Giuseppe Cotti,Giuseppe Cotti,316,11
169752569742293,Schweizerischer Gewerbeverband sgv,Schweizerischer Gewerbeverband sgv,313,5
737971436234272,StrategieDialog21,StrategieDialog21,307,3
1492503634364441,Liste d'Union Populaire,Ensemble à Gauche-Genève,301,5
269029886456205,Giorgio Fonio,Giorgio Fonio,270,2
1526151274353450,FDP.Die Liberalen Horw,FDP.Die Liberalen Horw,266,88
445748655573590,Bernhard Steiner wieder in den Kantonsrat,Bernhard Franz Steiner,262,2
101469746117157,"Xavier Magnin, candidat au Conseil d'Etat 2023",Xavier Magnin,260,2
111620301609347,David Moschella,David Moschella,258,6
100213996124067,Grünliberale Sektion Emmen-Hochdorf,Grünliberale Sektion Emmen-Hochdorf,251,2
1483343695307824,Campax,Campax,250,4
200480966638039,Supremacy 1914,These ads ran without a disclaimer,234,2
48980326364,Public Eye,Public Eye,234,2
360151400680191,Die Mitte Stadt Luzern,Die Mitte Stadt Luzern,232,21
291504744242501,Lega dei Ticinesi - sezione Chiasso,Stefano Tonini,227,4
1991942507517845,Römisch-Katholische Kirche im Aargau,Römisch-Katholische Landeskirche des Kantons Aargau,213,10
102014399307738,Direkt,direkt,208,4
756722317788172,FDP.Die Liberalen Stadt Luzern,FDP.Die Liberalen Stadt Luzern,200,8
36735923253,umverkehR,umverkehR,196,4
305314876752258,Thomas von Allmen,Thomas Von Allmen,195,9
175478195846132,Les Vert·e·s suisses,Grüne Schweiz,191,2
238982909481105,Les Vert·e·s Genevois·es,Les Vert-e-s genevois-es,183,6
103267436042382,Elezioni TI,Repubblica e Cantone Ticino,182,3
467929373784855,COA - Coalition animaliste,Coalition animaliste (COA),181,20
353969997649,Partito Comunista - Svizzera,Partito Comunista,161,21
102149056050165,Simon Leu,Simon Leu,154,6
105890175750510,Luca Carbone  lucacarbone.ch,Luca Carbone,153,3
117701274586282,Sascha Eigenmann in den Kantonsrat,Sascha Eigenmann,150,2
253562484727500,Partito Socialista Lugano,PS Lugano,146,2
185972504782621,FDP.Die Liberalen Luzern,FDP.Die Liberalen Luzern,145,4
104460881166122,Pro Natura Valais / Wallis,Pro Natura Valais / Wallis,145,2
227720898168117,Markus Estermann,Markus Estermann,143,3
104009029660183,Die Junge Mitte Kanton Luzern,Die Junge Mitte Kanton Luzern,143,7
299139454083983,Gionata Genazzi,Gionata Genazzi,138,2
112233721686095,Ylfete Fanaj in den Regierungsrat,Ylfete Fanaj in den Regierungsrat,137,2
305699609616768,Verdi Liberali Ticino,verdi liberali Ticino,128,15
155659847849677,Kantonsrat Martin Huber,Kantonsrat Martin Huber,127,1
114231361547107,SVP Wahlkreis Hochdorf LU,SVP - Wahlkreis Hochdorf LU,125,2
102700334426254,Pierluigi Pasi,Pierluigi Pasi,125,2
119653091058565,Arik Fallet,Arik Patrik Fallet,123,1
100341315500438,Kirchensteuern sei Dank - St.Gallen,Katholischer Kofessionsteil des Kantons St.Gallen,121,5
353685744720476,Jungfreisinnige Stadt Luzern,Jungfreisinnige Stadt Luzern,119,2
106252468372887,Isabelle Chassot,Isabelle Chassot,119,2
351389042353975,Claudio Spescha in den Luzerner Kantonsrat,Claudio Spescha in den Luzerner Kantonsrat,117,4
372803770225965,Mario Cozzio - GLP,Mario Cozzio - GLP,111,8
1741098286126301,Die Mitte Appenzell Ausserrhoden,Die Mitte Appenzell Ausserrhoden,111,29
323542331710140,Adrian Nussbaum,Adrian Markus Nussbaum,110,2
921336971288655,Nagra,Nagra,109,4
283357338846138,Alain Bühler - UDC,Alain Bühler - UDC,104,3
144907625542050,Die Mitte Schwyz,Die Mitte Schwyz,104,2
100756302940852,Raimund Wenger - Kantonsratswahlen 2023,Raimund Wenger,101,2
417562728611395,PLR Epalinges,PLR.Les Libéraux-Radicaux d'Epalinges,≤100,4
103737799349392,Stalder Ronald,Ronald Stalder,≤100,2
80305304937,Grünliberale Partei Sursee,Grünliberale Partei Sursee,≤100,8
663896104043182,Kultur Luzern,Kultur Luzern,≤100,2
809697199378485,Sandra Cellarius,Sandra Alice Cellarius,≤100,8
231320586878427,Hauseigentümerverband (HEV) Region Winterthur,Hauseigentümerverband Region Winterthur,≤100,1
112609440480783,Marko Antunović,Marko Antunović,≤100,4
125466200895962,Valentin Landmann,Sven Kunz,≤100,2
983775695036102,Gianluca Pardini,Gianluca Pardini,≤100,3
101664679500421,Uni·es par nos convictions · Engagé·es pour Genève,Uni·es par nos convictions · Engagé·es pour Genève,≤100,1
101986432797310,Anna-Sophia Spieler,Anna-Sophia Spieler,≤100,2
396161737064848,Il Centro - Gordola,Il Centro - Gordola,≤100,8
