Page ID,Page name,Disclaimer,Amount spent (CHF),Number of ads in Library
255506388731408,Biodiversitätsinitiative,Biodiversitätsinitiative,5715,23
109554945523780,Initiative biodiversité,Initiative biodiversité,3362,39
194790813901953,Grüne Schweiz,Grüne Schweiz,3295,22
110533229026103,EVP / PEV,EVP Schweiz,2590,33
15733998334,FDP,FDP,2170,42
18087904183,PLR,PLR,1474,49
175478195846132,Les Vert·e·s suisses,Grüne Schweiz,1414,12
114803848589834,DIE ZEIT,These ads ran without a disclaimer,1024,1
105527252338650,perspektiveschweiz.ch,IG Wirtschaftsverbände,1021,6
110981058712788,Iniziativa biodiversità,Iniziativa biodiversità,910,32
921336971288655,Nagra,Nagra,727,6
1426072874321965,Regine Sauter,Regine Sauter,700,1
8142847754,Jungfreisinnige Schweiz,Jungfreisinnige Schweiz,644,9
113292715120155,Matthias Müller,Matthias Müller,537,41
180501591989950,Jungfreisinnige Kanton Zürich,Jungfreisinnige Kanton Zürich,515,7
162931923790797,PLR Canton de Fribourg,PLR.Les Libéraux-Radicaux Fribourg,506,7
115134174862244,perspectivesuisse.ch,IG Wirtschaftsverbände,505,6
169510248558,Die Mitte - Le Centre,Die Mitte,483,6
169752569742293,Schweizerischer Gewerbeverband sgv,Schweizerischer Gewerbeverband sgv,481,10
51415837765,Greenpeace Switzerland,Greenpeace Switzerland,446,9
535897123124799,Jeunes Libéraux-Radicaux Suisse,Jeunes Libéraux-Radicaux Suisses,418,7
144907625542050,Die Mitte Schwyz,Die Mitte Schwyz,382,2
145577158797944,PLR.Les Libéraux-Radicaux Vaud,PLR. Les Libéraux-Radicaux Vaud,378,30
111081131629685,Blackout stoppen,Volksinitiative «Jederzeit Strom für alle (Blackout stoppen)»,342,26
145845125487053,"Jürg Grossen, Präsident Grünliberale","Jürg Grossen, Präsident Grünliberale",338,16
36735923253,umverkehR,umverkehR,311,7
106758017401357,Gerber Markus,Markus Gerber,309,16
218538701651843,Union suisse des arts et métiers usam,Schweizerischer Gewerbeverband sgv,297,4
102014399307738,Direkt,direkt,280,7
101253266185327,Krisnachbern,Kris Vietze,280,20
105302842574771,FDP.Die Liberalen Kanton Zug,FDP.Die Liberalen Zug,262,10
451151132108215,Tiana Moser,Grünliberale Kanton Zürich,259,3
259871484198551,Thomas Matter,Thomas Matter,257,2
824045367664868,Laurent Wehrli,Laurent Wehrli,245,9
618765881570878,EKS,Elektrizitätswerk des Kantons Schaffhausen AG,241,1
103550668590403,Mieux vivre sa vie,Mieux Vivre Sa Vie,238,27
122096648384016946,Die Schweizer Wirtschaft,These ads ran without a disclaimer,232,2
97220294896,SP Schweiz,SP Schweiz,229,4
103074632758864,Natacha Albrecht au Conseil National,Natacha Albrecht au Conseil National,211,7
115010674866173,prospettivasvizzera.ch,IG Wirtschaftsverbände,201,6
100649012962611,Direct,Direct,195,10
114991241616639,Jan Köbeli,Jan Köbeli,195,2
