Page ID,Page name,Disclaimer,Amount spent (CHF),Number of ads in Library
533196430187039,KMU- und Gewerbeverband Kanton Zürich,KMU- und Gewerbeverband Kanton Zürich KGV,6905,34
131066326987,SP Kanton Zürich,SP Kanton Zürich,6756,23
102662476058956,Hans-Peter Amrein in den Regierungsrat,Hans-Peter Amrein in den Regierungsrat,4962,11
126256997433456,SP Baselland,SP Baselland,3873,14
169510248558,Die Mitte - Le Centre,Die Mitte,3774,20
100369729335133,"Peter Grünenfelder, Regierungsratskandidat Zürich",Peter Grünenfelder c/o FDP Kanton Zürich,2963,94
202006389857644,Grünliberale Kanton Zürich,Grünliberale Partei Zürich,2094,12
105527252338650,perspektiveschweiz.ch,IG Wirtschaftsverbände,1980,18
970401509667271,Priska Seiler Graf - Nationalrätin,Priska Seiler Graf in den Regierungsrat,1845,21
154212901272905,FDP.Die Liberalen Baselland,FDP.Die Liberalen Baselland,1723,178
103082059271118,SP Bezirk Hinwil,SP Wetzikon,1638,27
109469528675603,Philipp Egger,Philipp Egger,1561,21
252652524823017,EVP Kanton Zürich,EVP Kanton Zürich,1523,85
170449246402589,Grünliberale Stadt Zürich,Grünliberale Partei Stadt Zürich,1440,34
1959919117421939,FDP.Die Liberalen Bezirk Bülach,FDP.Die Liberalen Bezirk Bülach,1312,6
627220684023668,GRÜNE Zürich,Grüne Kanton Zürich,1265,37
147717218614170,PLR Genève,PLR.Les Libéraux-Radicaux Genève,1154,24
450602808776880,Martin Neukom,Martin Neukom,1117,9
97220294896,SP Schweiz,SP Schweiz,1097,2
106241572361769,Carmen Walker Späh FDP,Carmen Walker Späh,1092,4
108392832120312,Perspektive Zürich,Perspektive Zürich,921,15
117741198303856,FDP Kanton Zürich,FDP Kanton Zürich,875,16
259871484198551,Thomas Matter,Thomas Matter,871,3
260591187302640,Parti socialiste genevois,Parti socialiste genevois,723,6
245030556232364,Grünliberale Partei Basel-Landschaft,Grünliberale Partei Basel-Landschaft,666,28
1464661227009326,SVP Bezirk Uster,SVP Bezirk Uster,557,11
103550668590403,Mieux vivre sa vie,Mieux Vivre Sa Vie,542,35
610098352377102,Christian Pfaller,Komitee Christian Pfaller,541,36
106020715591381,"Thomi Jourdan - Regierungsratskandidat Baselland - ""fürs Baselbiet vo morn""",Thomi Jourdan in den Regierungsrat,540,14
109213507316253,SP Zürich 11,SP Zürich,506,16
600706570124933,Verkehrssanierungen JA,Verkehrssanierungen JA,504,12
111081131629685,Blackout stoppen,Volksinitiative «Jederzeit Strom für alle (Blackout stoppen)»,483,15
161852057173460,SP Bezirk Affoltern,SP Bezirk Affoltern,410,15
291359247729208,PS Suisse,PS Suisse,397,1
108206818777404,Bezirksgewerbeverband Bülach,Bezirksgewerbeverband Bülach,390,23
583706025047684,Pierre Rappazzo in den Zürcher Kantonsrat,Pierre Rappazzo,360,4
100195119489766,Benno Scherrer in den Regierungsrat,Benno Scherrer,358,1
1604136306538918,Marc Wachter,Marc Michel Wachter,351,3
