Page ID,Page name,Disclaimer,Amount spent (CHF),Number of ads in Library
103915262545181,KMU geprüft,KMU geprüft,22173,155
97220294896,SP Schweiz,SP Schweiz,6714,9
191859734164694,Pro Infirmis,Pro Infirmis,5385,10
1054282644596776,GE-démocratie,GE-démocratie,3489,14
147717218614170,PLR Genève,PLR.Les Libéraux-Radicaux Genève,3344,6
1526697364280066,Partito Socialista Ticino,Partito Socialista Ticino,2275,14
260591187302640,Parti socialiste genevois,Parti socialiste genevois,2214,22
106321615725425,Oui à la Loi climat,Oui à la loi climat,1963,10
100381452863244,Libertés et Justice sociale,Libertés et Justice sociale,1953,92
176998335660824,PLRT,PLRT,1741,53
100332749664541,Ja zum Klimaschutz-Gesetz,JA zum Klimaschutz,1713,10
103361322680851,Armin Hartmann,Hartmann2023,1695,32
162745750462776,Mieterinnen- und Mieterverband MV,Mieterinnen- und Mieterverband MV,1691,22
291359247729208,PS Suisse,PS Suisse,1532,6
1524859774444235,Koalition für Konzernverantwortung,Koalition für Konzernverantwortung,1514,7
116890591678651,Vert'libéraux - Genève,Parti vert'libéral genevois,1491,15
1492503634364441,Liste d'Union Populaire,Ensemble à Gauche-Genève,1468,21
288659088239530,MCG Officiel,Mouvement Citoyens Genevois,1424,31
1429860470617358,Le Centre / Ville de Genève,Le Centre / Ville de Genève,1364,20
110888273821104,Alain Miserez,Alain Miserez,1199,6
54779960819,United Nations,United Nations with Facebook Ad Credits,1152,2
105982889575233,Le Centre Genève,Le Centre Genève,1134,7
194790813901953,Grüne Schweiz,Grüne Schweiz,1075,4
111081131629685,Blackout stoppen,Volksinitiative «Jederzeit Strom für alle (Blackout stoppen)»,857,38
1504706079628728,ASLOCA Suisse,ASLOCA Suisse,837,22
1524954517562834,Prominis,Prominis GmbH,802,14
510352742440847,Coalition pour des multinationales responsables,Coalition pour des multinationales responsables,716,4
120371314332042,,FDP.Die Liberalen Luzern,688,62
153100508070854,Junge SVP Schweiz,JSVP Schweiz / JUDC / GUDC,634,1
175478195846132,Les Vert·e·s suisses,Grüne Schweiz,617,3
103550668590403,Mieux vivre sa vie,Mieux Vivre Sa Vie,571,30
140334276690,Grüne Luzern,GRÜNE Luzern,522,5
190133177759419,Giuseppe Cotti,Giuseppe Cotti,507,13
169510248558,Die Mitte - Le Centre,Die Mitte,481,11
463645587339110,Piero Marchesi,Piero Marchesi,464,10
737971436234272,StrategieDialog21,StrategieDialog21,457,7
112233721686095,Ylfete Fanaj in den Regierungsrat,Ylfete Fanaj in den Regierungsrat,457,5
269029886456205,Giorgio Fonio,Giorgio Fonio,456,5
101469746117157,"Xavier Magnin, candidat au Conseil d'Etat 2023",Xavier Magnin,441,2
1579272705641700,Gabriela Suter,Gabriela Suter,426,11
106311266104289,Die Mitte Kanton Luzern,Die Mitte Kanton Luzern,410,3
106252468372887,Isabelle Chassot,Isabelle Chassot,381,4
921336971288655,Nagra,Nagra,357,6
467929373784855,COA - Coalition animaliste,Coalition animaliste (COA),352,21
111620301609347,David Moschella,David Moschella,348,9
676306169090037,Remzi Durmishi,Remzi Durmishi,341,7
445748655573590,Bernhard Steiner wieder in den Kantonsrat,Bernhard Franz Steiner,338,2
100844786282093,SÌ alla Legge clima,Sì alla legge clima,332,10
859017794123127,Gioventù Socialista Ticino,Gioventù Socialista Ticino,326,24
151183321586281,Jeunes Vert·e·x·s Genève,Jeunes Vert·e·x·s Genève,312,16
756722317788172,FDP.Die Liberalen Stadt Luzern,FDP.Die Liberalen Stadt Luzern,300,13
100213996124067,Grünliberale Sektion Emmen-Hochdorf,Grünliberale Sektion Emmen-Hochdorf,297,9
2246378485612019,ASI - Associazione Svizzera Inquilini,ASI - Associazione Svizzera Inquilini,293,12
185972504782621,FDP.Die Liberalen Luzern,FDP.Die Liberalen Luzern,292,5
102149056050165,Simon Leu,Simon Leu,278,15
1526151274353450,FDP.Die Liberalen Horw,FDP.Die Liberalen Horw,278,75
1439209716323593,UDC Ticino,UDC Ticino,278,10
305699609616768,Verdi Liberali Ticino,verdi liberali Ticino,272,26
353685744720476,Jungfreisinnige Stadt Luzern,Jungfreisinnige Stadt Luzern,266,4
227720898168117,Markus Estermann,Markus Estermann,260,5
298155064222389,SVP Wahlkreis Entlebuch,SVP Wahlkreis Entlebuch,241,12
222196101148136,Grünliberale Partei Kanton Luzern,Grünliberale Partei Kanton Luzern,238,12
762130923840735,Darius Azarpey,Darius Azarpey,229,1
291504744242501,Lega dei Ticinesi - sezione Chiasso,Stefano Tonini,227,3
154976914534194,Save the Children Schweiz/Suisse,Save the Children Schweiz,223,21
1483343695307824,Campax,Campax,217,4
1991942507517845,Römisch-Katholische Kirche im Aargau,Römisch-Katholische Landeskirche des Kantons Aargau,206,20
84150672409,SP Stadt Zürich,SP Stadt Zürich,202,18
238982909481105,Les Vert·e·s Genevois·es,Les Vert-e-s genevois-es,201,11
100267076206781,Ensemble à Gauche solidaritéS-Parti du Travail-DAL,Ensemble à Gauche,195,10
200480966638039,Supremacy 1914,These ads ran without a disclaimer,195,2
360151400680191,Die Mitte Stadt Luzern,Die Mitte Stadt Luzern,193,25
1924477997807060,Grüne Sursee,Grüne Sursee,193,2
48980326364,Public Eye,Public Eye,181,2
105890175750510,Luca Carbone  lucacarbone.ch,Luca Carbone,174,3
101122865395791,Matteo Buzzi,Matteo Buzzi,170,15
253562484727500,Partito Socialista Lugano,PS Lugano,169,2
169752569742293,Schweizerischer Gewerbeverband sgv,Schweizerischer Gewerbeverband sgv,162,5
201477916570389,Die Mitte Emmen,Die Mitte Emmen,160,2
353969997649,Partito Comunista - Svizzera,Partito Comunista,158,17
119653091058565,Arik Fallet,Arik Patrik Fallet,155,5
112920455046707,Mega gärn of Lozärn,Eva Forster,148,3
372803770225965,Mario Cozzio - GLP,Mario Cozzio - GLP,145,9
102014399307738,Direkt,direkt,143,2
937567862935222,Luna Grey,These ads ran without a disclaimer,143,3
104436099264189,Chiappini Giorgio,Giorgio Chiappini,141,5
351389042353975,Claudio Spescha in den Luzerner Kantonsrat,Claudio Spescha in den Luzerner Kantonsrat,140,7
231320586878427,Hauseigentümerverband (HEV) Region Winterthur,Hauseigentümerverband Region Winterthur,140,1
100756302940852,Raimund Wenger - Kantonsratswahlen 2023,Raimund Wenger,136,2
111971575537013,Le Centre Plan Les Ouates,Le Centre Plan Les Ouates,134,1
117701274586282,Sascha Eigenmann in den Kantonsrat,Sascha Eigenmann,131,2
809697199378485,Sandra Cellarius,These ads ran without a disclaimer,129,1
809697199378485,Sandra Cellarius,Sandra Alice Cellarius,127,15
103190662706168,NON à la Loi sur la Chasse.,Rolf Hugo Hilfiker,127,6
100717802928635,Alessandro Ambrosoli,Studio Daulte,116,5
103420552709684,,Benjamin Böhler,115,1
512160575468385,Rodolfo Pulino,Rodolfo Pulino,115,4
104460881166122,Pro Natura Valais / Wallis,Pro Natura Valais / Wallis,114,1
983775695036102,Gianluca Pardini,Gianluca Pardini,112,3
283357338846138,Alain Bühler - UDC,Alain Bühler - UDC,109,4
105182149185389,Andrea Saporito PLR,Andrea Saporito,107,5
101664679500421,Uni·es par nos convictions · Engagé·es pour Genève,Uni·es par nos convictions · Engagé·es pour Genève,107,3
218538701651843,Union suisse des arts et métiers usam,Schweizerischer Gewerbeverband sgv,104,4
160010804210071,Diego Baratti - UDC,Diego Baratti,102,1
663896104043182,Kultur Luzern,Kultur Luzern,102,2
206766506736201,Verein Alleinerziehende Mütter und Väter Luzern,Verein alleinerziehende Mütter und Väter Luzern,101,1
36735923253,umverkehR,umverkehR,≤100,3
144907625542050,CVP Kanton Schwyz,Die Mitte Schwyz,≤100,2
112333848418556,Roman Grisiger,Roman Grisiger,≤100,2
110862028592472,Christian Galliker,Christian Galliker,≤100,1
125466200895962,Valentin Landmann,Sven Kunz,≤100,2
97721121385,Public Eye,Public Eye,≤100,2
104009029660183,Die Junge Mitte Kanton Luzern,Die Junge Mitte Kanton Luzern,≤100,6
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,3
108804628818873,Virna Conti,Virna Conti,≤100,1
103145369240143,Projet Genève,Projet Genève,≤100,1
784812424962943,Tele Z,TELE Z,≤100,1
1100444546752110,Rémy Oudin,Rémy Oudin,≤100,5
101997316185270,"Umberto Bandiera, candidat vert au Grand Conseil",Umberto Bandiera,≤100,3
112609440480783,Marko Antunović,Marko Antunović,≤100,3
417562728611395,PLR Epalinges,PLR.Les Libéraux-Radicaux d'Epalinges,≤100,4
290544665132087,Jasmin Ursprung,Jasmin Ursprung,≤100,2
553101375069991,Jacopo Scacchi,Jacopo Scacchi,≤100,6
618765881570878,EKS,Elektrizitätswerk des Kantons Schaffhausen AG,≤100,2
800425936677321,Parti Socialiste de Vernier,Parti Socialiste de Vernier,≤100,1
259871484198551,Thomas Matter,Thomas Matter,≤100,1
305314876752258,Thomas von Allmen,Thomas Von Allmen,≤100,7
2114553392189767,David Roth,David Roth,≤100,1
105590639145209,Andri Hummel in den Kantonsrat,Andri Mario Hummel,≤100,3
396161737064848,Il Centro - Gordola,Il Centro - Gordola,≤100,9
114275974912005,GE équilibre fiscal,GE équilibre fiscal,≤100,4
111539168454051,Avanti,Avanti,≤100,2
123778861534,Jungfreisinnige Aargau,Jungfreisinnige Aargau,≤100,1
104426225059688,Daniele Piccaluga,Daniele Piccaluga,≤100,5
112058825151884,Michael Teixeira Queiros,Michael Teixeira Queiros,≤100,1
471258816239362,Junge SVP Luzern,Junge SVP Luzern,≤100,4
100732476262537,GLP Willisau,GLP Wahlkreis Willisau,≤100,2
103269145789541,Stop au blackout,Initiative populaire « De l’électricité pour tous en tout temps (Stop au blackout) »,≤100,14
107126168963330,Pascal Mueller-Born,Pascal Alois Müller Born,≤100,1
645967625528662,Stefan Dahinden,Stefan Dahinden,≤100,2
100491002143945,Valentina Aricò-Respini - candidata PLR in Gran Consiglio 2023,Valentina Aricò-Respini - candidata PLR in Gran Consiglio 2023,≤100,2
101500332827222,SVP Wahlkreis Sursee,SVP Wahlkreis Sursee,≤100,1
104176871670876,Renteninitiative - Für eine sichere & nachhaltige Altersvorsorge,Verein Renteninitiative,≤100,1
264952450282664,JUSO Luzern,JUSO Luzern,≤100,5
192306360802833,Grünliberale Luzern Land,Grünliberale Luzern Land,≤100,2
110533229026103,EVP / PEV,EVP Schweiz,≤100,1
370079583583452,Edoardo Cappelletti,Edoardo Cappelletti,≤100,1
390928554334317,Il Centro Mendrisio,Il Centro Mendrisio,≤100,1
110733265209110,Il Centro Locarno,Giuseppe Abbatiello,≤100,1
1741098286126301,Die Mitte Appenzell Ausserrhoden,Die Mitte Appenzell Ausserrhoden,≤100,29
80305304937,Grünliberale Partei Sursee,Grünliberale Partei Sursee,≤100,6
120307884715130,Les Vert•e•s Valais - Grüne Wallis,Les Vert•e•s Valais - Grüne Wallis,≤100,3
103033805478591,Carole-Anne Kast,Carole-Anne Kast,≤100,2
363806973753759,PLR Arve et Lac,Stephan Zwettler,≤100,1
102063439477752,Simon Stocker in den Ständerat,Komitee «Stocker is Stöckli»,≤100,1
102700334426254,Pierluigi Pasi,Pierluigi Pasi,≤100,1
108204507991414,Zukunft sichern,Allianz für ein JA zur OECD-Mindeststeuer,≤100,4
101986432797310,Anna-Sophia Spieler,Anna-Sophia Spieler,≤100,2
129927347072527,Junge Grüne Luzern,Junge Grüne Kanton Luzern,≤100,6
100799119620947,Mirco De Savelli,Mirco De Savelli,≤100,2
106152765729668,Luca Boog,Luca Boog,≤100,1
444782879416384,Claudia Huser in den Regierungsrat,Claudia Huser,≤100,1
103267436042382,Elezioni TI,Repubblica e Cantone Ticino,≤100,2
453655411351244,Giovani UDC Ticino,Giovani UDC Ticino,≤100,1
166683010008805,Colegram,Colegram,≤100,1
122819208305170,Sauvegarde Genève,Sauvegarde Genève,≤100,3
1836872279965837,Fabian Peter,fabianpeter.ch,≤100,29
100980232576650,Muriel Langenberger,Muriel Langenberger,≤100,1
489729308256098,Marcel Budmiger,Marcel Stefan Budmiger,≤100,1
245489546137580,Christoph Riner - bodenständige Politik,Christoph Riner - bodenständige Politik,≤100,7
398606970310571,Massimo Mobiglia,Massimo Mobiglia,≤100,1
1073858446007122,FDP. Die Liberalen Meggen,FDP. Die Liberalen Meggen,≤100,2
843066965772572,Adriano Venuti,Adriano Venuti,≤100,3
232850240381469,Udc/svp Sezione Locarno,These ads ran without a disclaimer,≤100,3
398567686824626,GRÜNE Kanton St.Gallen,Grüne Kanton St. Gallen,≤100,1
114231361547107,SVP Wahlkreis Hochdorf LU,SVP - Wahlkreis Hochdorf LU,≤100,1
618990544877607,Natalia Ferrara,Natalia Ferrara,≤100,2
122849551077569,Democrats Abroad Switzerland,Democrats Abroad,≤100,3
1809601932701449,Michael Töngi,Michael Töngi,≤100,1
121446461263308,SP Kanton Schwyz,SP Kanton Schwyz,≤100,2
216444012216,EDU - UDF (Eidgenössisch-Demokratische Union),Eidgenössisch-Demokratische Union Schweiz,≤100,1
102269201722239,TV Riviera 24,Tv Riviera 24,≤100,2
105885535599394,Coach Cecil,These ads ran without a disclaimer,≤100,13
109605484115257,Delphine Klopfenstein Broggini,Delphine Klopfenstein Broggini,≤100,2
100116156110843,Stop al blackout,Iniziativa popolare «Energia elettrica in ogni tempo per tutti (Stop al blackout)»,≤100,14
1517895374903759,Il Centro - Distretto Mendrisiotto,Il Centro - Distretto Mendrisiotto,≤100,1
2352152991729492,Marco Baumann,Marco Baumann,≤100,1
109554428727136,Erik Pinchetti 7-77,Erik Pinchetti,≤100,1
1462022710772147,Hans Egli,Hans Egli,≤100,1
715040485291724,Charly Freitag,Carl Otto Freitag,≤100,1
116633374693937,christiantresoldi.ch,These ads ran without a disclaimer,≤100,1
100513788093677,Les Vert-e-s Ville de Genève,Les Vert-e-s Ville de Genève,≤100,1
225005760938801,FDP.Die Liberalen Emmen,FDP.Die Liberalen Emmen,≤100,6
109404355423487,tomromers,These ads ran without a disclaimer,≤100,1
384045782162585,JSVP Wahlkreis Entlebuch,Martin Hofstetter,≤100,1
1836872279965837,Fabian Peter,green leaf GmbH,≤100,3
110844634996793,"Thiam Lütolf - GLP Willisau, Kantonsrat LU",Thiam Lütolf,≤100,2
105091890833799,Cristina Zanini Barzaghi,Cristina Zanini Barzaghi,≤100,1
287354064948926,Wermelinger AG Flühli,Wermelinger AG Flühli,≤100,1
167983071434,SP Kriens,SP Kriens,≤100,5
114869031535335,42.bandicefkchicagolmao,These ads ran without a disclaimer,≤100,1
108595330730708,Groupe lgbtiq+ du PS genevois,Groupe lgbtiq+ du PS genevois,≤100,6
115967858108648,Susanne Dedecke glp,Susanne Dedecke,≤100,3
1389696117991409,Voix de Gauche Confignon,Voix de Gauche Confignon,≤100,2
101791136062906,Notrechtsinitiative.ch,Notrechtsinitiative.ch,≤100,2
323542331710140,Adrian Nussbaum,Adrian Markus Nussbaum,≤100,1
575883962566881,Parti Socialiste Epalinges,PS Epalinges,≤100,2
2075832665775532,FDP Hochdorf,FDP.Die Liberalen Hochdorf,≤100,3
110481348648633,Ludivine-Luy-Lovey,These ads ran without a disclaimer,≤100,1
1636440209972703,Alberto Togni,Alberto Togni,≤100,4
265786100439644,Grüne Freie Liste Stadt Bern,Grüne Freie Liste Bern,≤100,3
103121756024593,Emanuele Mobiglia,giovani Verdi Liberali Ticino,≤100,1
207360136376916,Bundesliga,These ads ran without a disclaimer,≤100,5
1500106483561398,FDP. Die Liberalen Risch Rotkreuz,FDP Risch Rotkreuz,≤100,1
103040452628569,vavariousartists,These ads ran without a disclaimer,≤100,1
285831198097799,Kloster Mariazell Wurmsbach,These ads ran without a disclaimer,≤100,2
456093941086244,FDP.Die Liberalen Illnau-Effretikon,FDP. Die Liberalen Illnau-Effretikon,≤100,1
101493829022149,The Swiss Times,These ads ran without a disclaimer,≤100,1
120259183151131,Baptiste Hurni,Baptiste Hurni,≤100,1
117253641676210,SVP Stadtpartei Frauenfeld,These ads ran without a disclaimer,≤100,1
100618614709802,Passions,These ads ran without a disclaimer,≤100,1
573229003086310,Ensemble Hospitalier de la Côte,These ads ran without a disclaimer,≤100,1
107816654786278,Antenne LGBTI Genève,"Stiefel, Irvin & Associates",≤100,1
467929373784855,COA - Coalition animaliste,These ads ran without a disclaimer,≤100,1
191199475064849,Energie Club Schweiz,Energie Club Schweiz,≤100,1
104868102257388,Spring Basel,These ads ran without a disclaimer,≤100,2
158820214312321,Citations Ron Hubbard,Mieux Vivre Sa Vie,≤100,1
763722197034246,En Développement,These ads ran without a disclaimer,≤100,1
781457841988868,E-CHANGER,These ads ran without a disclaimer,≤100,1
104549855835454,avestaevent,These ads ran without a disclaimer,≤100,1
106038505777460,,These ads ran without a disclaimer,≤100,1
103865108846573,FDP.Die Liberalen Herzogenbuchsee,FDP Herzogenbuchsee,≤100,1
101243061481457,Bruno Schiavuzzi,These ads ran without a disclaimer,≤100,1
429755047122487,Friedrich Reinhardt Verlag,These ads ran without a disclaimer,≤100,1
117253641676210,SVP Stadtpartei Frauenfeld,SVP Stadtpartei Frauenfeld,≤100,1
580012422156679,Grüne Stadt Dübendorf,Grüne Stadt Dübendorf,≤100,1
467503303605894,PLR Castel San Pietro,PLR Castel San Pietro,≤100,1
146221668771106,wbg Wissen verbindet,These ads ran without a disclaimer,≤100,2
2015601845405680,SP Frauenfeld,SP Frauenfeld,≤100,2
269029886456205,Giorgio Fonio,These ads ran without a disclaimer,≤100,1
668272339979128,Sindacato VPOD Ticino,These ads ran without a disclaimer,≤100,1
1125155474201566,Mcg Carouge,Sandro Pistis,≤100,1
1565933506957347,Marina Carobbio,Marina Carobbio,≤100,1
764858193642975,"Pierre-André Page, Conseiller National",Pierre André Page,≤100,1
108293222212918,Rachel Da Silva,These ads ran without a disclaimer,≤100,1
211855755511954,Jungfreisinnige Kanton Luzern,Jungfreisinnige Kanton Luzern,≤100,1
111539168454051,Avanti,These ads ran without a disclaimer,≤100,1
144033559006728,Calanda Reisen,These ads ran without a disclaimer,≤100,1
103558749124919,asiazensus,These ads ran without a disclaimer,≤100,3
445013152316995,Die Mitte Kriens,Die Mitte Kriens,≤100,1
730158247033526,Readly,These ads ran without a disclaimer,≤100,2
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,2
544839015887197,OCHSNER Wärmepumpen GmbH,These ads ran without a disclaimer,≤100,1
107757638921612,benispsursee,These ads ran without a disclaimer,≤100,1
1033932949973658,Sara Demir,Sara Demir,≤100,1
200905173303222,"SCI Switzerland (Schweiz, Suisse, Svizzera)","SCI Switzerland (Schweiz, Suisse, Svizzera)",≤100,1
101997316185270,"Umberto Bandiera, candidat vert au Grand Conseil",These ads ran without a disclaimer,≤100,1
107040575646313,Renata Marina,These ads ran without a disclaimer,≤100,14
2279299582130473,Bonjour Ben,These ads ran without a disclaimer,≤100,2
113629868312383,Marketing Generous,These ads ran without a disclaimer,≤100,1
138011779601470,Grünes Bündnis Stadt Bern,Grünes Bündnis Bern (GB),≤100,1
113059061701822,MarketCamp 26,These ads ran without a disclaimer,≤100,2
1860782777346343,Astons Russia,These ads ran without a disclaimer,≤100,1
730128206999668,Miel de Botton,These ads ran without a disclaimer,≤100,2
104475419118580,Еurо News,These ads ran without a disclaimer,≤100,1
104914962284234,Arthur.Zero,These ads ran without a disclaimer,≤100,2
200007683433212,Mieterinnen- und Mieterverband Zürich,These ads ran without a disclaimer,≤100,1
175889425769412,BAR-TEK Motorsport,These ads ran without a disclaimer,≤100,2
103067531986181,Bucaral De,These ads ran without a disclaimer,≤100,1
121722894199689,,These ads ran without a disclaimer,≤100,1
106185439068777,Cowboybay,These ads ran without a disclaimer,≤100,10
101866116198810,Globаl News,These ads ran without a disclaimer,≤100,2
112375905102575,Wiadomości z Europy,These ads ran without a disclaimer,≤100,1
110532403780658,Ruzanna Tarverdyan,These ads ran without a disclaimer,≤100,1
144242707386755,MeisterNote: Collaborative Documentation for Teams,These ads ran without a disclaimer,≤100,2
106776559007113,Новости дня,These ads ran without a disclaimer,≤100,1
109391388543268,Mariana Alves,These ads ran without a disclaimer,≤100,10
10150100771335484,24 heures,These ads ran without a disclaimer,≤100,1
