Page ID,Page name,Disclaimer,Amount spent (CHF),Number of ads in Library
106105549469184,Der ROTE Stuhl,SP Weinfelden,≤100,2
721730891185276,Alternative - die Grünen Kanton Zug,Alternative - die Grünen Zug,≤100,1
207703323162140,"Doris Meier, Kantonsrätin und a. Gemeindepräsidentin von Bassersdorf",Doris Meier-Kobler,≤100,1
1103899826316713,Vert-e-s de Nyon,Les Vert·e·s de la Côte,≤100,2
120307884715130,Les Vert•e•s Valais - Grüne Wallis,Les Vert•e•s Valais - Grüne Wallis,≤100,1
533593610474670,Susanne Vincenz-Stauffacher,Susanne Vincenz-Stauffacher,≤100,1
142664095796912,GRÜNE Kanton Bern,GRÜNE Kanton Bern,≤100,1
104942962435489,Sarah Regez,Sarah Regez,≤100,1
192359074149124,Welt der Tiere,These ads ran without a disclaimer,≤100,1
417562728611395,PLR Epalinges,PLR.Les Libéraux-Radicaux d'Epalinges,≤100,4
471258816239362,Junge SVP Luzern,Junge SVP Luzern,≤100,7
444782879416384,Claudia Huser in den Regierungsrat,Claudia Huser,≤100,1
107494077464434,Janine Vannaz,Janine Vannaz,≤100,1
238982909481105,Les Vert·e·s Genevois·es,Les Vert-e-s genevois-es,≤100,9
1613234358893730,Die Mitte Emmental,Die Mitte Emmental,≤100,11
156218771073787,FDP Bezirk Dielsdorf,FDP Bezirk Dielsdorf,≤100,2
100505278746845,Gesunde Finanzen,Organisation für gesunde Gemeindefinanzen,≤100,1
100980232576650,Muriel Langenberger,Muriel Langenberger,≤100,1
103190662706168,NON à la Loi sur la Chasse.,Rolf Hugo Hilfiker,≤100,3
809697199378485,Sandra Cellarius,Sandra Alice Cellarius,≤100,11
103237956032492,Willy Portmann,Willy Portmann,≤100,3
1125155474201566,Mcg Carouge,Sandro Pistis,≤100,6
100267076206781,Ensemble à Gauche solidaritéS-Parti du Travail-DAL,Ensemble à Gauche,≤100,3
1521655228075451,solidaritéS Genève,solidaritéS Genève,≤100,1
335404453537186,Die Mitte Binningen-Bottmingen,Die Mitte Binningen-Bottmingen,≤100,1
114584561517154,Komitee für ein JA zum Basler Steuerpaket,Komitee JA! zum Basler Steuerpaket,≤100,3
108595330730708,Groupe lgbtiq+ du PS genevois,Groupe lgbtiq+ du PS genevois,≤100,1
103865108846573,FDP.Die Liberalen Herzogenbuchsee,FDP Herzogenbuchsee,≤100,1
100732476262537,GLP Willisau,GLP Wahlkreis Willisau,≤100,2
161124604350140,Olten jetzt,Olten Jetzt!,≤100,1
109605484115257,Delphine Klopfenstein Broggini,Delphine Klopfenstein Broggini,≤100,1
116799584656329,Wie goht das - Podcast,Jonas Ineichen,≤100,2
105091890833799,Cristina Zanini Barzaghi,Cristina Zanini Barzaghi,≤100,1
112750821712602,Ruedi Hug als Bezirksrichter,Rudolf Hug,≤100,24
80305304937,Grünliberale Partei Sursee,Grünliberale Partei Sursee,≤100,4
101122865395791,Matteo Buzzi,Matteo Buzzi,≤100,3
182090205138056,jung & aktiv,jung & aktiv,≤100,1
117741198303856,FDP Kanton Zürich,FDP Kanton Zürich,≤100,2
265786100439644,Grüne Freie Liste Stadt Bern,Grüne Freie Liste Bern,≤100,2
101500332827222,SVP Wahlkreis Sursee,SVP Wahlkreis Sursee,≤100,1
107961755224601,Crazy Hospital,These ads ran without a disclaimer,≤100,2
117275531631620,Le Centre Fribourg-Ville / Die Mitte Stadt Freiburg,Le Centre Fribourg-Ville / Die Mitte Stadt Freiburg,≤100,2
102269201722239,TV Riviera 24,Tv Riviera 24,≤100,2
264952450282664,JUSO Luzern,JUSO Luzern,≤100,2
375986103269875,Nationalrätin Franziska Ryser,GRÜNE SG,≤100,2
110018348077504,Stefan Klauer,Stefan Klauer,≤100,1
589136377773631,Les Vert·e·x·s lgbtiq - Genève,Les Vert·e·x·s lgbtiq - Genève,≤100,2
110677511523288,Die Mitte Klosters,Die Mitte Klosters,≤100,1
177101958993013,Parti Socialiste Yverdonnois,Parti Socialiste Yverdonnois,≤100,1
82752099000,Alternative Liste ZH,Alternative Liste Zürich,≤100,1
353969997649,Partito Comunista - Svizzera,Partito Comunista,≤100,1
100160498946252,Grüne Volketswil,Grüne Bezirk Uster,≤100,1
1435425713453929,PS Gros de Vaud,PS Gros-de-Vaud,≤100,1
100116156110843,Stop al blackout,Iniziativa popolare «Energia elettrica in ogni tempo per tutti (Stop al blackout)»,≤100,18
196056317938049,Roger Martin - Stadtpräsident Romanshorn,Roger Martin,≤100,1
742833952522752,goodbag,These ads ran without a disclaimer,≤100,1
1636440209972703,Alberto Togni,Alberto Togni,≤100,1
222200461136948,Les VERT·E·S Fribourg - GRÜNE Freiburg,Les VERT-E-S Fribourg,≤100,1
763722197034246,En Développement,These ads ran without a disclaimer,≤100,1
364939817683277,Marco Hirzel Politik,Marco Hirzel Politik,≤100,1
122849551077569,Democrats Abroad Switzerland,Democrats Abroad,≤100,1
158820214312321,Citations Ron Hubbard,Mieux Vivre Sa Vie,≤100,1
119392439892983,Sauvegarde Grand-Pré et Orangerie,Xavier Singy,≤100,2
101120115685831,SVP Stäfa,SVP Stäfa,≤100,1
102733401616452,Tanja Miljanović Grüne Freie Liste Stadt Bern,Tanja Miljanović,≤100,1
1100444546752110,Rémy Oudin,Rémy Oudin,≤100,1
167983071434,SP Kriens,SP Kriens,≤100,1
100513788093677,Les Vert-e-s Ville de Genève,Les Vert-e-s Ville de Genève,≤100,2
102691421255810,PlanBasel,PlanBasel,≤100,1
1591122654531965,Bruno Tüscher - Grossrat/Gemeindeammann,Bruno Tüscher,≤100,1
1462022710772147,Hans Egli,Hans Egli,≤100,1
144333642290202,Savio Michellod - Par amour de la Veveyse,Savio Herve Michellod,≤100,1
102014399307738,Direkt,These ads ran without a disclaimer,≤100,1
100166741553596,SahmGlas,These ads ran without a disclaimer,≤100,1
103558749124919,asiazensus,These ads ran without a disclaimer,≤100,3
445013152316995,Die Mitte Kriens,Die Mitte Kriens,≤100,1
107811472635849,Landesmuseum Zürich,These ads ran without a disclaimer,≤100,1
103256206005473,avanti_ticino,These ads ran without a disclaimer,≤100,1
117640348266286,Ballettseminare Stuttgart,These ads ran without a disclaimer,≤100,1
266790296879,Bloomberg,These ads ran without a disclaimer,≤100,1
181924628560212,Ekō,These ads ran without a disclaimer,≤100,1
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,≤100,4
1673559236288902,Pro Senectute Genève,Pro Senectute Genève,≤100,1
105188432853984,Tribune de Genève,These ads ran without a disclaimer,≤100,3
659357207524916,RideLink,These ads ran without a disclaimer,≤100,1
112721155442387,wehorse,These ads ran without a disclaimer,≤100,1
362221810544347,Toll Collect,These ads ran without a disclaimer,≤100,1
245489546137580,Christoph Riner - bodenständige Politik,Christoph Riner - bodenständige Politik,≤100,1
1917715138510680,Follow Your Legend,These ads ran without a disclaimer,≤100,4
108378128823204,Veteran Aid Ukraine,These ads ran without a disclaimer,≤100,4
110907030632192,YYH ART CLASS,These ads ran without a disclaimer,≤100,1
112333848418556,Roman Grisiger,These ads ran without a disclaimer,≤100,1
10150100771335484,24 heures,These ads ran without a disclaimer,≤100,2
445827758919809,Freie Wähler Adliswil,These ads ran without a disclaimer,≤100,1
105962808801596,IZZY - Stream Israel,These ads ran without a disclaimer,≤100,1
106598718789052,Absolicon Solar Collector AB,These ads ran without a disclaimer,≤100,2
115508583657590,Limmattal Online News,These ads ran without a disclaimer,≤100,1
100360518736993,Jungfreisinnige Obwalden,Jungfreisinnige Obwalden,≤100,1
144415968949918,Barbara Schaffner - Politik,These ads ran without a disclaimer,≤100,1
997106350353312,Egalité et Diversité dans la ville,These ads ran without a disclaimer,≤100,1
113242780217751,VitoNautika,These ads ran without a disclaimer,≤100,1
101805679198734,Just For You,These ads ran without a disclaimer,≤100,1
110902058583859,WAVE for a better future,These ads ran without a disclaimer,≤100,6
678094802296447,AHR Group,These ads ran without a disclaimer,≤100,4
385674738714732,Schlieren-Online,These ads ran without a disclaimer,≤100,1
705172076225892,Le Regard Libre,These ads ran without a disclaimer,≤100,2
109102388764959,Luca Moretti,These ads ran without a disclaimer,≤100,1
111166248276745,Invisible Republic,These ads ran without a disclaimer,≤100,3
110501967920349,daimlalaofficial,These ads ran without a disclaimer,≤100,1
109781705360314,wolleraumitzukunft,These ads ran without a disclaimer,≤100,1
119283008140727,Pela Case,These ads ran without a disclaimer,≤100,1
113485126859504,Adrian Gmür,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
10750083165,The Africa Report,These ads ran without a disclaimer,≤100,3
183866648316813,Medical Tribune Deutschland,These ads ran without a disclaimer,≤100,1
110336161874621,Urban Husi in den Kantonsrat ZH,Urban Pius Matthäus Husi Fiechter,≤100,1
202203869853350,Lago di Garda Camping,These ads ran without a disclaimer,≤100,1
117614361229143,Bio blackberry,These ads ran without a disclaimer,≤100,1
104880912388734,News Day,These ads ran without a disclaimer,≤100,1
112994765047029,EU News,These ads ran without a disclaimer,≤100,1
107757278240159,eru_mamak,These ads ran without a disclaimer,≤100,1
106030315169173,Photos of houses,These ads ran without a disclaimer,≤100,1
95775573753,Frontiers,These ads ran without a disclaimer,≤100,1
60516116431,Člověk v tísni,These ads ran without a disclaimer,≤100,1
95000441700,Panda Security,These ads ran without a disclaimer,≤100,1
132819526758532,Siemens Healthineers,These ads ran without a disclaimer,≤100,2
188811517806232,DSM Bright Science Brighter Living,These ads ran without a disclaimer,≤100,1
122276294503722,Viessmann Sport,These ads ran without a disclaimer,≤100,1
176023125783888,Pulpe de Vie,These ads ran without a disclaimer,≤100,1
349754215093742,Jim West Sculptor,These ads ran without a disclaimer,≤100,1
108760902138191,BP Project,These ads ran without a disclaimer,≤100,1
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,4
517231405008910,Global Landscapes Forum,These ads ran without a disclaimer,≤100,1
57322902081,Nottingham Trent University,These ads ran without a disclaimer,≤100,1
198398326957053,Shree Krishnayan Desi Gauraksha Avam Golokdham Sewa Samiti,These ads ran without a disclaimer,≤100,2
285530825204,Klitschko,These ads ran without a disclaimer,≤100,2
104673499190046,Walldone Store,These ads ran without a disclaimer,≤100,1
112831185055172,transparency.lab,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,1
112836128299597,𝕿𝖍𝖊𝖚𝖘,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
213000859039052,SANY Group,These ads ran without a disclaimer,≤100,1
102537783146375,28. Jun,These ads ran without a disclaimer,≤100,1
622390311179612,وقف الأمة Ümmet Vakfı,These ads ran without a disclaimer,≤100,1
140010018214626,Moneymade Lifestyle,These ads ran without a disclaimer,≤100,6
206684399364747,Immobilien Mallorca : Casa Nova Properties,These ads ran without a disclaimer,≤100,1
68177528749,Polytechnique Insights,These ads ran without a disclaimer,≤100,1
234595793691230,Én Verlag,These ads ran without a disclaimer,≤100,1
141330285883356,Telegrafi.com,These ads ran without a disclaimer,≤100,1
190575544322460,Bennet,These ads ran without a disclaimer,≤100,2
255804437808407,Vale,These ads ran without a disclaimer,≤100,1
193394557345243,Devex,These ads ran without a disclaimer,≤100,1
351750911920719,100 Million,These ads ran without a disclaimer,≤100,1
427787940590188,Радио Китай,These ads ran without a disclaimer,≤100,2
130369030334301,KidsRights,These ads ran without a disclaimer,≤100,1
791628370904125,Iremmo - Institut de Recherche et d'Études Méditerranée Moyen-Orient,These ads ran without a disclaimer,≤100,2
241817470603,"Martin Latulippe, CSp",These ads ran without a disclaimer,≤100,1
102149205797976,IoT Insider,These ads ran without a disclaimer,≤100,1
101229465433881,ENTR de,These ads ran without a disclaimer,≤100,1
10606591490,TIME,These ads ran without a disclaimer,≤100,1
103193692690093,Green Feed,These ads ran without a disclaimer,≤100,3
1386091578286558,ARX,These ads ran without a disclaimer,≤100,1
500373933477874,Daim Lala,These ads ran without a disclaimer,≤100,1
104159619222941,politicalfreestyles,These ads ran without a disclaimer,≤100,1
544839015887197,OCHSNER Wärmepumpen GmbH,These ads ran without a disclaimer,≤100,1
134571176638205,One Tree Planted,These ads ran without a disclaimer,≤100,12
201388739873988,Psom na pomoc,These ads ran without a disclaimer,≤100,1
203181536988833,Nataliia Kucherenko,These ads ran without a disclaimer,≤100,1
609349762894374,Opencity,These ads ran without a disclaimer,≤100,1
984203991753488,Research Outreach,These ads ran without a disclaimer,≤100,1
405379246524515,DHL Express,These ads ran without a disclaimer,≤100,1
101304435646725,Элитная недвижимость в Москве,These ads ran without a disclaimer,≤100,2
155438574470276,DW українською,These ads ran without a disclaimer,≤100,1
145348432198036,Camfil,These ads ran without a disclaimer,≤100,1
115594384783210,Humance,These ads ran without a disclaimer,≤100,1
106068488158725,Graduatez - College Journey,These ads ran without a disclaimer,≤100,4
202196693162175,Le Nouvelliste,These ads ran without a disclaimer,≤100,1
101727068829380,Контекст Европа,These ads ran without a disclaimer,≤100,1
100634062866612,Raus-aus.EU,These ads ran without a disclaimer,≤100,1
174806462881204,Medical News,These ads ran without a disclaimer,≤100,1
282537524017,Home of SOMA,These ads ran without a disclaimer,≤100,1
116115541659,EuroClio - European Association of History Educators,These ads ran without a disclaimer,≤100,1
101782866045184,History Buff,These ads ran without a disclaimer,≤100,2
114480404891913,Baltic Pipe,These ads ran without a disclaimer,≤100,1
107866105920840,"Ingrid Auer - Spirituelle Symbole, Essenzen und  Botschaften",These ads ran without a disclaimer,≤100,1
102522341915814,Mind Lifestyle,These ads ran without a disclaimer,≤100,1
1834313933459789,BBC StoryWorks,These ads ran without a disclaimer,≤100,3
316496640057,7iber,These ads ran without a disclaimer,≤100,3
106827194681183,Africa Equity Media,These ads ran without a disclaimer,≤100,1
1279289595457574,Zenzero Associazione,These ads ran without a disclaimer,≤100,1
281243478657153,Pollinis,These ads ran without a disclaimer,≤100,2
226451952593,Four Seasons Resorts Maldives,These ads ran without a disclaimer,≤100,2
110951705239436,cheshire_calcifer,These ads ran without a disclaimer,≤100,1
148786333983949,Radmila Vidovic,These ads ran without a disclaimer,≤100,1
101236935303293,Trivia.com - Trivia,These ads ran without a disclaimer,≤100,4
124275457632741,ElectronicSpecifier,These ads ran without a disclaimer,≤100,1
185999151456481,Somatic Experiencing International,These ads ran without a disclaimer,≤100,1
108148958352704,Travelers Spot,These ads ran without a disclaimer,≤100,1
387062522084757,The Dressing Blog,These ads ran without a disclaimer,≤100,2
167184886633926,The Science Explorer,These ads ran without a disclaimer,≤100,1
105291182838701,AssCompact,These ads ran without a disclaimer,≤100,1
1744391465601424,"Cyprus Dogs, A Paw in the right direction",These ads ran without a disclaimer,≤100,1
393334177725531,Xavier Alerander,These ads ran without a disclaimer,≤100,1
161329174358743,Tobeamuse,These ads ran without a disclaimer,≤100,1
116779333500162,Joana Moreira - Sustentabilidade e Inovação,These ads ran without a disclaimer,≤100,1
146237848870691,Lukas Stern,These ads ran without a disclaimer,≤100,1
106614631788380,Kitco Mining,These ads ran without a disclaimer,≤100,2
1690833901196564,Industry of Things,These ads ran without a disclaimer,≤100,1
104076308021774,nicole__frey,These ads ran without a disclaimer,≤100,1
228289153922641,Berlin-Reportagen,These ads ran without a disclaimer,≤100,1
444347906369155,Transitions et Énergies,These ads ran without a disclaimer,≤100,1
107285167377732,SOS Balkanroute,These ads ran without a disclaimer,≤100,1
105106452325758,Помощник в миграционных вопросах,These ads ran without a disclaimer,≤100,1
102452782623476,Funny Ent,These ads ran without a disclaimer,≤100,1
108611865016174,luana_garciiia,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
