Page ID,Page name,Disclaimer,Amount spent (CHF),Number of ads in Library
296877887834838,EVP Kanton Bern,EVP Kanton Bern,125,2
100341315500438,Kirchensteuern sei Dank - St.Gallen,Katholischer Kofessionsteil des Kantons St.Gallen,116,2
1509464445976953,IHK Thurgau,IHK Thurgau,103,14
259871484198551,Thomas Matter,Thomas Matter,≤100,1
106964611977537,Switlo,Switlo,≤100,1
132497703498525,Pro Velo Schweiz,Pro Velo Schweiz,≤100,12
618765881570878,EKS,Elektrizitätswerk des Kantons Schaffhausen AG,≤100,2
1673559236288902,Pro Senectute Genève,Pro Senectute Genève,≤100,1
212297922293183,UDC Suisse,UDC Suisse,≤100,2
784812424962943,Tele Z,TELE Z,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
218538701651843,Union suisse des arts et métiers usam,Schweizerischer Gewerbeverband sgv,≤100,4
334655940216136,Nein zum Stromfresser-Gesetz,Nein zum Stromfresser-Gesetz,≤100,2
1220118614712552,,Non à la loi sur le gaspillage de l'électricité,≤100,2
162373287239957,SVP Schweiz,SVP Schweiz,≤100,2
200905173303222,"SCI Switzerland (Schweiz, Suisse, Svizzera)","SCI Switzerland (Schweiz, Suisse, Svizzera)",≤100,3
809010089207949,Aperta e sovrana,aperta e sovrana,≤100,2
104176871670876,Renteninitiative - Für eine sichere & nachhaltige Altersvorsorge,Verein Renteninitiative,≤100,1
102718129475079,Ambil Sandy,Sandy Iwan Ambil,≤100,5
125466200895962,Valentin Landmann,Sven Kunz,≤100,1
755554214495636,Parti Socialiste Neuchâtelois,Parti socialiste neuchâtelois,≤100,1
120904964306490,Tsl-Projekt,These ads ran without a disclaimer,≤100,1
238982909481105,Les Vert·e·s Genevois·es,Les Vert-e-s genevois-es,≤100,3
135816069903817,Dirk Kreuter,These ads ran without a disclaimer,≤100,16
314909850912,SP Graubünden - PS Grischun - PS Grigioni,SP Graubünden,≤100,6
100732665055052,Grüne Uri,Grüne Uri,≤100,1
143714586302267,Urs Bänziger FDP,Urs Baenziger,≤100,1
100160498946252,Grüne Volketswil,Grüne Bezirk Uster,≤100,1
2075832665775532,FDP Hochdorf,FDP.Die Liberalen Hochdorf,≤100,2
267272696776611,"Maja Riniker, Nationalrätin",Maja Riniker,≤100,2
121446461263308,SP Kanton Schwyz,SP Kanton Schwyz,≤100,1
189239015887,Beobachter,These ads ran without a disclaimer,≤100,1
580012422156679,Grüne Stadt Dübendorf,Grüne Stadt Dübendorf,≤100,1
106080328954492,SP Gelterkinden und Umgebung,SP Gelterkinden und Umgebung,≤100,2
364457210935073,Vert'libéraux Valais / Grünliberale Wallis,Vert'libéraux Valais / Grünliberale Wallis,≤100,5
102779519060637,SP Vorderland AR,SP Vorderland AR,≤100,2
106434042447582,,Comité unitaire en faveur du PLQ Acacias 1,≤100,4
98673036962,ROLDA,These ads ran without a disclaimer,≤100,5
358905024317782,UDC Neuchâtel,UDC Neuchâtel,≤100,1
1419223321733027,Parti Socialiste Vaudois,PS vaudois,≤100,1
107494077464434,Janine Vannaz,Janine Vannaz,≤100,2
245489546137580,Christoph Riner - bodenständige Politik,Christoph Riner - bodenständige Politik,≤100,4
102733401616452,Tanja Miljanović in den Nationalrat,Tanja Miljanović,≤100,2
789371434477510,GRÜNE Basel-Stadt,Grüne Basel-Stadt,≤100,1
100200532855012,Pyrpose,Purpose Group SA,≤100,1
117275531631620,Le Centre Fribourg-Ville / Die Mitte Stadt Freiburg,Le Centre Fribourg-Ville / Die Mitte Stadt Freiburg,≤100,4
416870065122171,Jungfreisinnige Winterthur,Jungfreisinnige Winterthur,≤100,1
110336161874621,Urban Husi in den Kantonsrat ZH,Urban Pius Matthäus Husi Fiechter,≤100,1
141853552532665,Romana Heuberger - Stadtratskandidatin,Romana Heuberger - Stadtratskandidatin,≤100,1
167983071434,SP Kriens,SP Kriens,≤100,1
2011626645562796,Andri Silberschmidt,Komitee Andri Silberschmidt,≤100,1
150830641743673,Tomplay,These ads ran without a disclaimer,≤100,6
142664095796912,GRÜNE Kanton Bern,GRÜNE Kanton Bern,≤100,1
2261709760740382,wirtschaftskomitee.ch,Wirtschaftskomitee.ch,≤100,1
109605484115257,Delphine Klopfenstein Broggini,Delphine Klopfenstein Broggini,≤100,1
158820214312321,Citations Ron Hubbard,Mieux Vivre Sa Vie,≤100,1
110481348648633,Ludivine-Luy-Lovey au Conseil National 2023,Ludivine Luy Lovey,≤100,1
111081131629685,Blackout stoppen,Volksinitiative «Jederzeit Strom für alle (Blackout stoppen)»,≤100,1
110198429024146,Grünliberale Dielsdorf,Grünliberale Dielsdorf,≤100,1
389006641956517,Natalie Imboden,Natalie Imboden,≤100,1
145845125487053,"Jürg Grossen, Präsident Grünliberale",Jürg Grossen,≤100,2
136088969880141,AirHelp,These ads ran without a disclaimer,≤100,3
101120115685831,SVP Stäfa,Marco Andreas Vogt,≤100,2
265786100439644,Grüne Freie Liste Stadt Bern,Grüne Freie Liste Stadt Bern,≤100,1
101106662115671,Bluetti Deutschland,These ads ran without a disclaimer,≤100,2
1051543115032031,Nuun Middle East,These ads ran without a disclaimer,≤100,1
100116156110843,Stop al blackout,Iniziativa popolare «Energia elettrica in ogni tempo per tutti (Stop al blackout)»,≤100,8
654086281432152,Société pour les peuples menacés Suisse - SPM,These ads ran without a disclaimer,≤100,1
763722197034246,En Développement,These ads ran without a disclaimer,≤100,1
142975303042827,MYLILY,These ads ran without a disclaimer,≤100,1
319393291423771,Le Temps,These ads ran without a disclaimer,≤100,4
113187447947452,Reconciliation Aurora,These ads ran without a disclaimer,≤100,3
113590230066092,,These ads ran without a disclaimer,≤100,1
103269145789541,Stop au blackout,Initiative populaire « De l’électricité pour tous en tout temps (Stop au blackout) »,≤100,1
105389598931029,,These ads ran without a disclaimer,≤100,2
185927128110913,SMA Solar Technology,These ads ran without a disclaimer,≤100,1
112542440931333,NinjaOne France,These ads ran without a disclaimer,≤100,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100,2
467503303605894,PLR Castel San Pietro,PLR Castel San Pietro,≤100,1
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,5
105231872947887,GU - Willkommen im Leben,These ads ran without a disclaimer,≤100,1
328594787229525,Sailing-Classics,These ads ran without a disclaimer,≤100,1
102427995193866,Virginie Pilault Parti Socialiste Grandson,These ads ran without a disclaimer,≤100,1
204182692934155,Amande Art,These ads ran without a disclaimer,≤100,1
100451933698060,AdVenture Communist,These ads ran without a disclaimer,≤100,2
279534902541502,Talent Academy,These ads ran without a disclaimer,≤100,1
205332123261241,Знакомства RusDate,These ads ran without a disclaimer,≤100,1
1983382651989182,Afrancesados,These ads ran without a disclaimer,≤100,4
202838303093581,Volière,These ads ran without a disclaimer,≤100,1
100138076253198,collectif_vellinge,These ads ran without a disclaimer,≤100,1
112872221753732,Sara Perez,These ads ran without a disclaimer,≤100,7
120733700998159,ilariasds_dj,These ads ran without a disclaimer,≤100,1
116355337718182,Moli lulu,These ads ran without a disclaimer,≤100,7
121607420925633,,Wahlkommitee Catherine Meyer,≤100,1
105188432853984,Tribune de Genève,These ads ran without a disclaimer,≤100,12
2412619812306646,Серця голос,These ads ran without a disclaimer,≤100,1
126205140373896,Valentine Dei,These ads ran without a disclaimer,≤100,1
124109327256894,Dra. Ângela Pistão,These ads ran without a disclaimer,≤100,4
109023478608136,Ihabitantne,These ads ran without a disclaimer,≤100,1
2274953119412306,� Marie-Virginie (Emvy) �,These ads ran without a disclaimer,≤100,1
427644350714105,Wicked and Bonny,These ads ran without a disclaimer,≤100,1
104332584834447,Mara Schär,These ads ran without a disclaimer,≤100,1
108166048910328,Срочные Новости,These ads ran without a disclaimer,≤100,1
10150100771335484,24 heures,These ads ran without a disclaimer,≤100,15
116348888049995,Interlitica,These ads ran without a disclaimer,≤100,2
377341706350,ADRA Österreich,These ads ran without a disclaimer,≤100,1
413307318719072,The Andy Warhol Foundation for the Visual Arts,These ads ran without a disclaimer,≤100,1
112864228133921,Funnies Now - Stories,These ads ran without a disclaimer,≤100,1
1183996195056831,Sentient,These ads ran without a disclaimer,≤100,1
123400514072762,Срочные Новости,These ads ran without a disclaimer,≤100,1
113450588411531,,These ads ran without a disclaimer,≤100,1
103659765532260,華夏focus,These ads ran without a disclaimer,≤100,1
101547865988914,Julia Santiago,These ads ran without a disclaimer,≤100,1
100172476278127,Easy Study,These ads ran without a disclaimer,≤100,1
63572179769,Die Zimmermänner,These ads ran without a disclaimer,≤100,1
100915058207058,Fully Delicious,These ads ran without a disclaimer,≤100,1
102211979093712,EdHeroes,These ads ran without a disclaimer,≤100,1
102623776002357,Funnies Now - Magazine Page 2,These ads ran without a disclaimer,≤100,2
104690824908337,Chocolate.com - Sweet Eats,These ads ran without a disclaimer,≤100,1
113864178277471,Eco Mindset,These ads ran without a disclaimer,≤100,3
100691083019005,Green Living Genius,These ads ran without a disclaimer,≤100,1
103045249292781,Funnies Now - Magazine Page 3,These ads ran without a disclaimer,≤100,1
107647258831836,Weregreenly- Magazine Page 3,These ads ran without a disclaimer,≤100,8
1589154051350606,FOZ - Friends of Zion Museum,These ads ran without a disclaimer,≤100,2
108558068531422,Smart doc magazin,These ads ran without a disclaimer,≤100,4
173754443298551,Maloles Antignac Miracosta,These ads ran without a disclaimer,≤100,1
395401643992178,TIP Used,These ads ran without a disclaimer,≤100,1
618086438391102,Taiwan in the EU and Belgium,These ads ran without a disclaimer,≤100,1
217519028785017,Nature Research Custom Media,These ads ran without a disclaimer,≤100,2
108245655955953,Rieder facades,These ads ran without a disclaimer,≤100,1
109095960492507,Wanderers Compass Travel Blog,These ads ran without a disclaimer,≤100,1
110038557114533,Imagine5,These ads ran without a disclaimer,≤100,1
109829208054130,Savvy Dime,These ads ran without a disclaimer,≤100,1
106293082088835,iamfilipegouveia,These ads ran without a disclaimer,≤100,1
251918098181489,VISUAL STATEMENTS,These ads ran without a disclaimer,≤100,1
130136833750497,IELTS Official,These ads ran without a disclaimer,≤100,1
103772184933,Strategy International,These ads ran without a disclaimer,≤100,1
201300766652623,WAGO,These ads ran without a disclaimer,≤100,1
1050770641685642,Mond,These ads ran without a disclaimer,≤100,1
492712620885533,Compass Mints,These ads ran without a disclaimer,≤100,2
720206555013629,Laufen macht glücklich,These ads ran without a disclaimer,≤100,1
496728137498714,AJ Travel,These ads ran without a disclaimer,≤100,1
47815171686,Banyan Tree Hotels & Resorts,These ads ran without a disclaimer,≤100,1
2335613803134168,Okori Digital,These ads ran without a disclaimer,≤100,1
114369171646148,realismo_capitalista,These ads ran without a disclaimer,≤100,1
109926928389181,Gabriel Nunes,These ads ran without a disclaimer,≤100,1
947704582025685,Daze,These ads ran without a disclaimer,≤100,1
104817908687066,See The Light,These ads ran without a disclaimer,≤100,1
456668207859222,Enlaps,These ads ran without a disclaimer,≤100,1
112360458458828,emp_one,These ads ran without a disclaimer,≤100,1
1220981994590364,FT Partner Content,These ads ran without a disclaimer,≤100,1
111132794348779,That Happened,These ads ran without a disclaimer,≤100,1
104099512361482,Funnies Now - Magazine,These ads ran without a disclaimer,≤100,1
140827169291068,Infosecurity Europe,These ads ran without a disclaimer,≤100,1
100602492862162,History Nation,These ads ran without a disclaimer,≤100,2
264538577602183,DANP Doar amor não tem preço,These ads ran without a disclaimer,≤100,1
230875547030767,Serge Ferrari,These ads ran without a disclaimer,≤100,1
172348652806226,DEKRA,These ads ran without a disclaimer,≤100,1
495297847177818,3D WALL Panels Italia,These ads ran without a disclaimer,≤100,1
101241435849797,Tot Reading,These ads ran without a disclaimer,≤100,1
103374201768435,Graduatez - Lifestyle,These ads ran without a disclaimer,≤100,1
101302478014531,Global Alliance of Universities on Climate,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
111976493965144,TV5MONDEplus,These ads ran without a disclaimer,≤100,2
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100,16
1304973099652147,Food and Travel,These ads ran without a disclaimer,≤100,1
439417059491292,Alexander Boldachev,These ads ran without a disclaimer,≤100,1
343786409509707,The East Gate,These ads ran without a disclaimer,≤100,1
102252525898596,Lương Y Phạm Văn Thanh,These ads ran without a disclaimer,≤100,1
104405159011073,Sheba Tel HaShomer Global Division,These ads ran without a disclaimer,≤100,1
100960082205245,More Hackz - the 1000 page,These ads ran without a disclaimer,≤100,2
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,1
140556749292891,National Library of Israel,These ads ran without a disclaimer,≤100,1
120223804387904,dailypositivityboost,These ads ran without a disclaimer,≤100,1
106774006022127,מסע - Masa Israel Journey,These ads ran without a disclaimer,≤100,2
110818941452003,Morehackz Stories,These ads ran without a disclaimer,≤100,1
108496968556411,eman_tour_guide,These ads ran without a disclaimer,≤100,1
188872144758,CCTV,These ads ran without a disclaimer,≤100,1
101628406259500,Monyka Prince,These ads ran without a disclaimer,≤100,1
112197978388568,Mariah A,These ads ran without a disclaimer,≤100,1
695045403877568,Competitions.archi,These ads ran without a disclaimer,≤100,3
112071155023896,Harper's Bazaar France,These ads ran without a disclaimer,≤100,1
114068938227202,Management Grid,These ads ran without a disclaimer,≤100,1
116679401363112,Kelce Jam,These ads ran without a disclaimer,≤100,1
444347906369155,Transitions et Énergies,These ads ran without a disclaimer,≤100,2
104656362112871,Recessed.space,These ads ran without a disclaimer,≤100,1
112528551833342,Mark News,These ads ran without a disclaimer,≤100,1
108240971635234,Bettermanly - Magazine,These ads ran without a disclaimer,≤100,1
107071248451159,Société Créatrice,These ads ran without a disclaimer,≤100,1
357444017777047,Bronson.men,These ads ran without a disclaimer,≤100,1
